Country,Happiness_rank,Happiness_score,GDP_per_capita,Social_support,Life_expectancy,Freedom,Generosity,Corruption,Year,id,gdp_norm,social_norm,life_norm,free_norm,gen_norm,corruption_norm,Country_bias
Singapore,34,6.343,1.529,1.451,1.008,0.631,0.261,0.457,2018,702,-0.332,0.402,-0.909,0.336,0.451,1.029,-2.552
Singapore,24,6.798,1.5219,1.02,1.0252,0.5425,0.311,0.4921,2015,702,-0.335,-0.014,-0.907,0.148,0.729,1.185,-1.39
Singapore,22,6.739,1.6456,0.8676,0.9472,0.4877,0.3271,0.4699,2016,702,-0.281,-0.161,-0.914,0.032,0.819,1.086,-1.17
Singapore,26,6.572,1.6923,1.3538,0.9495,0.5498,0.346,0.4643,2017,702,-0.26,0.309,-0.914,0.164,0.924,1.061,-2.354
Brazil,32,6.3756,9.5664,0.8967,66.4802,0.7998,-0.1018,0.7706,2020,76,3.182,-0.133,5.012,0.693,-1.566,2.421,-124.311
Brazil,32,6.3,1.004,1.439,0.802,0.39,0.099,0.086,2019,76,-0.561,0.391,-0.927,-0.174,-0.45,-0.618,-0.067
Brazil,28,6.419,0.986,1.474,0.675,0.493,0.11,0.088,2018,76,-0.569,0.425,-0.939,0.044,-0.388,-0.609,0.042
Brazil,16,6.983,0.9812,1.2329,0.697,0.4905,0.1457,0.1752,2015,76,-0.571,0.192,-0.937,0.038,-0.19,-0.222,0.779
Brazil,17,6.952,1.0875,1.0394,0.6142,0.4042,0.1578,0.1417,2016,76,-0.525,0.005,-0.944,-0.144,-0.123,-0.371,1.211
Brazil,22,6.635,1.1074,1.4313,0.6166,0.4375,0.1623,0.1111,2017,76,-0.516,0.383,-0.944,-0.074,-0.098,-0.507,0.191
Slovenia,33,6.3634,10.3923,0.9396,71.103,0.9361,-0.0806,0.8171,2020,705,3.543,-0.092,5.43,0.982,-1.448,2.628,-133.816
Slovenia,44,6.118,1.258,1.523,0.953,0.564,0.144,0.057,2019,705,-0.45,0.472,-0.914,0.194,-0.199,-0.747,-1.38
Slovenia,51,5.948,1.219,1.506,0.856,0.633,0.16,0.051,2018,705,-0.467,0.456,-0.923,0.34,-0.11,-0.774,-1.427
Slovenia,55,5.848,1.185,1.2738,0.8734,0.6086,0.2533,0.0379,2015,705,-0.482,0.231,-0.921,0.288,0.408,-0.832,-1.205
Slovenia,63,5.768,1.2995,1.0561,0.7915,0.5316,0.2574,0.0364,2016,705,-0.432,0.021,-0.928,0.125,0.431,-0.838,-0.853
Slovenia,62,5.758,1.3412,1.4525,0.7908,0.5726,0.2426,0.0451,2017,705,-0.414,0.404,-0.928,0.212,0.349,-0.8,-1.65
El Salvador,34,6.3483,8.9091,0.8061,66.1083,0.8338,-0.1211,0.7543,2020,222,2.895,-0.221,4.979,0.765,-1.673,2.349,-122.469
El Salvador,35,6.253,0.794,1.242,0.789,0.43,0.093,0.074,2019,222,-0.653,0.2,-0.929,-0.09,-0.483,-0.671,0.55
El Salvador,40,6.167,0.806,1.231,0.639,0.461,0.065,0.082,2018,222,-0.648,0.19,-0.942,-0.024,-0.639,-0.636,0.694
El Salvador,42,6.13,0.7645,1.0251,0.6774,0.4035,0.1069,0.1178,2015,222,-0.666,-0.009,-0.939,-0.146,-0.406,-0.477,0.971
El Salvador,46,6.068,0.8737,0.8098,0.596,0.3727,0.0888,0.1061,2016,222,-0.618,-0.217,-0.946,-0.211,-0.506,-0.529,1.323
El Salvador,45,6.003,0.9098,1.1821,0.596,0.4325,0.0783,0.09,2017,222,-0.602,0.143,-0.946,-0.084,-0.565,-0.6,0.522
Panama,36,6.3048,10.0342,0.9021,69.603,0.8804,-0.1539,0.8516,2020,591,3.387,-0.128,5.295,0.864,-1.856,2.781,-130.558
Panama,31,6.321,1.149,1.442,0.91,0.516,0.109,0.054,2019,591,-0.498,0.394,-0.918,0.092,-0.394,-0.76,-0.646
Panama,27,6.43,1.112,1.438,0.759,0.597,0.125,0.063,2018,591,-0.514,0.39,-0.931,0.264,-0.305,-0.72,-0.393
Panama,25,6.786,1.0635,1.1985,0.7966,0.5421,0.2443,0.0927,2015,591,-0.535,0.158,-0.928,0.147,0.358,-0.588,0.223
Panama,25,6.701,1.1831,0.9891,0.7084,0.4893,0.2418,0.0842,2016,591,-0.483,-0.044,-0.936,0.036,0.344,-0.626,0.541
Panama,30,6.452,1.2337,1.3732,0.7062,0.55,0.2106,0.071,2017,591,-0.461,0.327,-0.936,0.164,0.171,-0.685,-0.456
Slovakia,37,6.2806,10.3477,0.9225,68.9063,0.75,-0.1244,0.9181,2020,703,3.524,-0.108,5.232,0.588,-1.692,3.076,-129.92
Slovakia,38,6.198,1.246,1.504,0.881,0.334,0.121,0.014,2019,703,-0.455,0.454,-0.92,-0.293,-0.327,-0.938,-0.635
Slovakia,39,6.173,1.21,1.537,0.776,0.354,0.118,0.014,2018,703,-0.471,0.486,-0.93,-0.251,-0.344,-0.938,-0.509
Slovakia,45,5.995,1.1689,1.27,0.789,0.3175,0.1689,0.0343,2015,703,-0.489,0.228,-0.929,-0.328,-0.061,-0.848,-0.253
Slovakia,45,6.078,1.2797,1.0827,0.7037,0.2339,0.1384,0.0295,2016,703,-0.441,0.046,-0.936,-0.505,-0.231,-0.869,0.298
Slovakia,40,6.098,1.3254,1.5051,0.7127,0.2958,0.1365,0.0242,2017,703,-0.421,0.455,-0.936,-0.374,-0.241,-0.893,-0.568
Uzbekistan,38,6.2576,8.7404,0.9266,65.1076,0.975,0.2484,0.5015,2020,860,2.821,-0.104,4.888,1.064,0.381,1.227,-121.242
Uzbekistan,41,6.174,0.745,1.529,0.756,0.631,0.322,0.24,2019,860,-0.674,0.478,-0.932,0.336,0.79,0.066,-0.864
Uzbekistan,44,6.096,0.719,1.584,0.605,0.724,0.328,0.259,2018,860,-0.686,0.531,-0.945,0.533,0.824,0.15,-0.936
Uzbekistan,44,6.003,0.6324,1.3404,0.5977,0.6582,0.2284,0.3083,2015,860,-0.724,0.296,-0.946,0.393,0.27,0.369,-0.273
Uzbekistan,49,5.987,0.7359,1.1681,0.5016,0.6085,0.3433,0.2833,2016,860,-0.678,0.129,-0.955,0.288,0.909,0.258,-0.081
Uzbekistan,47,5.971,0.7864,1.549,0.4983,0.6582,0.416,0.2465,2017,860,-0.656,0.497,-0.955,0.393,1.313,0.094,-0.953
Chile,39,6.2285,10.0321,0.8797,69.9006,0.7449,-0.0657,0.8382,2020,152,3.386,-0.15,5.322,0.577,-1.365,2.722,-130.988
Chile,26,6.444,1.159,1.369,0.92,0.357,0.187,0.056,2019,152,-0.493,0.323,-0.917,-0.244,0.04,-0.751,-0.303
Chile,25,6.476,1.131,1.331,0.808,0.431,0.197,0.061,2018,152,-0.506,0.286,-0.927,-0.088,0.095,-0.729,-0.122
Chile,27,6.67,1.1072,1.1245,0.8586,0.4413,0.3336,0.1287,2015,152,-0.516,0.087,-0.922,-0.066,0.855,-0.429,0.013
Chile,24,6.705,1.2167,0.9059,0.8188,0.3779,0.316,0.1145,2016,152,-0.468,-0.124,-0.926,-0.2,0.757,-0.492,0.455
Chile,20,6.652,1.2528,1.284,0.8195,0.3769,0.3267,0.0823,2017,152,-0.452,0.241,-0.926,-0.202,0.816,-0.635,-0.252
Bahrain,40,6.2273,10.6764,0.8763,68.5,0.9059,0.1337,0.7393,2020,48,3.667,-0.153,5.195,0.918,-0.257,2.282,-130.159
Bahrain,37,6.199,1.362,1.368,0.871,0.536,0.255,0.11,2019,48,-0.405,0.322,-0.921,0.135,0.418,-0.512,-1.304
Bahrain,43,6.105,1.338,1.366,0.698,0.594,0.243,0.123,2018,48,-0.415,0.32,-0.937,0.257,0.351,-0.454,-1.165
Bahrain,49,5.96,1.3238,1.2162,0.7472,0.4549,0.1736,0.306,2015,48,-0.421,0.176,-0.932,-0.037,-0.035,0.359,-1.076
Bahrain,42,6.218,1.4402,0.944,0.657,0.4738,0.1715,0.2577,2016,48,-0.37,-0.088,-0.941,0.003,-0.046,0.144,-0.356
Bahrain,41,6.087,1.4884,1.3231,0.6531,0.5367,0.1727,0.257,2017,48,-0.349,0.279,-0.941,0.136,-0.04,0.141,-1.298
Lithuania,41,6.2155,10.3436,0.9261,67.2941,0.7474,-0.2197,0.8096,2020,440,3.522,-0.105,5.086,0.582,-2.222,2.595,-126.953
Lithuania,42,6.149,1.238,1.515,0.818,0.291,0.043,0.042,2019,440,-0.459,0.464,-0.926,-0.384,-0.761,-0.814,-0.429
Lithuania,50,5.952,1.197,1.527,0.716,0.35,0.026,0.006,2018,440,-0.477,0.476,-0.935,-0.259,-0.855,-0.973,-0.418
Lithuania,56,5.833,1.1472,1.2574,0.7313,0.2134,0.0264,0.0103,2015,440,-0.498,0.215,-0.934,-0.548,-0.853,-0.954,0.19
Lithuania,60,5.813,1.2692,1.0641,0.6467,0.1893,0.0202,0.0182,2016,440,-0.445,0.029,-0.942,-0.599,-0.888,-0.919,0.467
Lithuania,52,5.902,1.3146,1.4735,0.6289,0.2342,0.0102,0.0119,2017,440,-0.425,0.424,-0.943,-0.504,-0.943,-0.947,-0.22
Trinidad and Tobago,42,6.1919,10.26,0.9153,63.5,0.8579,0.0005,0.9122,2020,780,3.485,-0.115,4.743,0.816,-0.997,3.05,-121.218
Trinidad and Tobago,39,6.192,1.231,1.477,0.713,0.489,0.185,0.016,2019,780,-0.462,0.428,-0.936,0.035,0.029,-0.929,-0.66
Trinidad and Tobago,38,6.192,1.223,1.492,0.564,0.575,0.171,0.019,2018,780,-0.465,0.442,-0.949,0.217,-0.049,-0.916,-0.548
Trinidad and Tobago,41,6.168,1.2118,1.1835,0.6148,0.5588,0.3184,0.0114,2015,780,-0.47,0.144,-0.944,0.183,0.77,-0.949,-0.33
Trinidad and Tobago,43,6.168,1.3257,0.9857,0.5261,0.4845,0.3194,0.0124,2016,780,-0.42,-0.047,-0.952,0.026,0.776,-0.945,0.078
Trinidad and Tobago,38,6.168,1.3614,1.3802,0.52,0.5186,0.3253,0.009,2017,780,-0.405,0.334,-0.953,0.098,0.809,-0.96,-0.689
Poland,43,6.1863,10.2651,0.8743,69.3111,0.8621,-0.2051,0.6869,2020,616,3.488,-0.155,5.268,0.825,-2.14,2.05,-130.138
Poland,40,6.182,1.206,1.438,0.884,0.483,0.117,0.05,2019,616,-0.473,0.39,-0.92,0.022,-0.349,-0.778,-0.781
Poland,42,6.123,1.176,1.448,0.781,0.546,0.108,0.064,2018,616,-0.486,0.4,-0.929,0.156,-0.4,-0.716,-0.749
Poland,60,5.791,1.1256,1.2795,0.779,0.5312,0.1676,0.0421,2015,616,-0.508,0.237,-0.93,0.124,-0.068,-0.813,-0.751
Poland,57,5.835,1.2458,1.0468,0.6906,0.4519,0.1444,0.055,2016,616,-0.455,0.012,-0.938,-0.043,-0.197,-0.756,-0.223
Poland,46,5.973,1.2918,1.4457,0.6995,0.5203,0.1585,0.0593,2017,616,-0.435,0.397,-0.937,0.101,-0.119,-0.737,-0.986
Colombia,44,6.1634,9.5004,0.8844,67.6996,0.8362,-0.1612,0.8646,2020,170,3.153,-0.145,5.123,0.77,-1.896,2.839,-126.543
Colombia,43,6.125,0.985,1.41,0.841,0.47,0.099,0.034,2019,170,-0.569,0.363,-0.924,-0.005,-0.45,-0.849,-0.273
Colombia,37,6.26,0.96,1.439,0.635,0.531,0.099,0.039,2018,170,-0.58,0.391,-0.943,0.124,-0.45,-0.827,0.088
Colombia,33,6.477,0.9186,1.2402,0.6908,0.5347,0.184,0.0512,2015,170,-0.598,0.199,-0.938,0.132,0.023,-0.773,0.444
Colombia,31,6.481,1.0303,1.0217,0.5966,0.4474,0.1563,0.054,2016,170,-0.55,-0.012,-0.946,-0.053,-0.131,-0.76,0.97
Colombia,36,6.357,1.0706,1.4022,0.595,0.4775,0.149,0.0467,2017,170,-0.532,0.355,-0.946,0.011,-0.172,-0.793,0.122
Cyprus,45,6.159,10.4057,0.806,73.7022,0.7799,0.0437,0.8563,2020,196,3.549,-0.221,5.666,0.651,-0.757,2.802,-138.164
Cyprus,76,5.5355,10.4057,0.8204,73.7022,0.7953,0.0002,0.6261,2020,196,3.549,-0.207,5.666,0.683,-0.999,1.78,-138.381
Cyprus,49,6.046,1.263,1.223,1.042,0.406,0.19,0.041,2019,196,-0.448,0.182,-0.906,-0.141,0.056,-0.818,-0.896
Cyprus,64,5.718,1.263,1.252,1.042,0.417,0.191,0.162,2019,196,-0.448,0.21,-0.906,-0.117,0.062,-0.281,-1.494
Cyprus,58,5.835,1.229,1.211,0.909,0.495,0.179,0.154,2018,196,-0.463,0.171,-0.918,0.048,-0.005,-0.316,-1.127
Cyprus,61,5.762,1.229,1.191,0.909,0.423,0.202,0.035,2018,196,-0.463,0.151,-0.918,-0.105,0.123,-0.845,-0.886
Cyprus,66,5.695,1.2081,1.0701,0.9236,0.4903,0.2617,0.1428,2015,196,-0.472,0.034,-0.916,0.038,0.455,-0.366,-1.133
Cyprus,67,5.689,1.2081,0.8932,0.9236,0.4067,0.3064,0.0615,2015,196,-0.472,-0.137,-0.916,-0.139,0.704,-0.727,-0.643
Cyprus,62,5.771,1.3114,0.8183,0.8414,0.436,0.2632,0.1658,2016,196,-0.427,-0.209,-0.924,-0.077,0.463,-0.264,-0.622
Cyprus,69,5.546,1.3186,0.707,0.8488,0.2951,0.2791,0.0523,2016,196,-0.424,-0.317,-0.923,-0.375,0.552,-0.768,-0.289
Cyprus,61,5.81,1.3469,1.1863,0.8346,0.4712,0.2668,0.1554,2017,196,-0.411,0.147,-0.925,-0.003,0.483,-0.31,-1.292
Cyprus,65,5.621,1.3559,1.1314,0.8447,0.3551,0.2713,0.0412,2017,196,-0.407,0.094,-0.924,-0.248,0.508,-0.817,-1.045
Nicaragua,46,6.1371,8.4932,0.8575,67.5072,0.8639,0.021,0.666,2020,558,2.713,-0.171,5.105,0.829,-0.883,1.957,-124.544
Nicaragua,45,6.105,0.694,1.325,0.835,0.435,0.2,0.127,2019,558,-0.697,0.281,-0.924,-0.079,0.112,-0.436,0.078
Nicaragua,41,6.141,0.668,1.319,0.7,0.527,0.208,0.128,2018,558,-0.708,0.275,-0.937,0.116,0.156,-0.432,0.224
Nicaragua,57,5.828,0.5933,1.1418,0.7431,0.5548,0.2782,0.1932,2015,558,-0.741,0.104,-0.933,0.174,0.547,-0.142,-0.013
Nicaragua,48,5.992,0.6938,0.8952,0.6521,0.4658,0.2977,0.1629,2016,558,-0.697,-0.135,-0.941,-0.014,0.655,-0.277,0.713
Nicaragua,43,6.071,0.7373,1.2872,0.6531,0.4476,0.3017,0.1307,2017,558,-0.678,0.244,-0.941,-0.053,0.677,-0.42,0.142
Romania,47,6.1237,10.1076,0.8252,67.2072,0.8428,-0.1978,0.9343,2020,642,3.419,-0.202,5.078,0.784,-2.1,3.148,-126.742
Romania,48,6.07,1.162,1.232,0.825,0.462,0.083,0.005,2019,642,-0.492,0.191,-0.925,-0.022,-0.539,-0.978,-0.212
Romania,52,5.945,1.116,1.219,0.726,0.528,0.088,0.001,2018,642,-0.512,0.178,-0.934,0.118,-0.511,-0.996,-0.185
Romania,86,5.124,1.0434,0.8859,0.7689,0.3507,0.1375,0.0065,2015,642,-0.544,-0.144,-0.93,-0.258,-0.236,-0.971,-0.198
Romania,71,5.528,1.1697,0.728,0.676,0.3671,0.1289,0.0068,2016,642,-0.489,-0.296,-0.939,-0.223,-0.283,-0.97,0.401
Romania,57,5.825,1.2177,1.1501,0.6852,0.457,0.1335,0.0044,2017,642,-0.468,0.112,-0.938,-0.033,-0.258,-0.98,-0.255
Kuwait,48,6.1021,11.0898,0.8465,66.7676,0.8724,-0.1002,0.7608,2020,414,3.848,-0.182,5.038,0.847,-1.557,2.378,-127.626
Kuwait,51,6.021,1.5,1.319,0.808,0.493,0.142,0.097,2019,414,-0.344,0.275,-0.927,0.044,-0.21,-0.569,-1.244
Kuwait,45,6.083,1.474,1.301,0.675,0.554,0.167,0.106,2018,414,-0.356,0.257,-0.939,0.173,-0.071,-0.529,-1.045
Kuwait,39,6.295,1.5542,1.1659,0.7249,0.555,0.1623,0.2561,2015,414,-0.321,0.127,-0.934,0.175,-0.098,0.137,-1.069
Kuwait,41,6.239,1.6171,0.8776,0.6357,0.4317,0.1596,0.2367,2016,414,-0.293,-0.152,-0.943,-0.086,-0.113,0.051,-0.358
Kuwait,39,6.105,1.633,1.2597,0.6321,0.4963,0.2283,0.2152,2017,414,-0.286,0.218,-0.943,0.051,0.269,-0.045,-1.336
Mauritius,49,6.1013,9.9568,0.9104,66.4043,0.8895,-0.0183,0.8053,2020,480,3.353,-0.12,5.006,0.883,-1.102,2.576,-125.479
Mauritius,57,5.888,1.12,1.402,0.798,0.498,0.215,0.06,2019,480,-0.51,0.355,-0.928,0.054,0.195,-0.734,-0.934
Mauritius,55,5.891,1.09,1.387,0.684,0.584,0.245,0.05,2018,480,-0.523,0.341,-0.938,0.236,0.362,-0.778,-0.842
Mauritius,71,5.477,1.0076,0.9852,0.7095,0.5607,0.3774,0.0752,2015,480,-0.56,-0.048,-0.936,0.187,1.098,-0.666,-0.716
Mauritius,66,5.648,1.1437,0.757,0.6619,0.4614,0.3695,0.052,2016,480,-0.5,-0.268,-0.94,-0.023,1.054,-0.769,-0.095
Mauritius,64,5.629,1.1894,1.2096,0.638,0.4912,0.3609,0.0422,2017,480,-0.48,0.169,-0.942,0.04,1.007,-0.813,-0.923
Kazakhstan,50,6.0579,10.1147,0.9347,64.61,0.8116,-0.0685,0.7645,2020,398,3.422,-0.097,4.843,0.718,-1.381,2.394,-122.554
Kazakhstan,60,5.809,1.173,1.508,0.729,0.41,0.146,0.096,2019,398,-0.487,0.458,-0.934,-0.132,-0.188,-0.574,-0.961
Kazakhstan,60,5.79,1.143,1.516,0.631,0.454,0.148,0.121,2018,398,-0.5,0.465,-0.943,-0.039,-0.177,-0.463,-0.898
Kazakhstan,54,5.855,1.1225,1.1224,0.6437,0.5165,0.1183,0.0845,2015,398,-0.509,0.085,-0.942,0.093,-0.342,-0.625,-0.158
Kazakhstan,54,5.919,1.2294,0.9554,0.5739,0.4052,0.1501,0.1113,2016,398,-0.463,-0.077,-0.948,-0.142,-0.165,-0.506,0.21
Kazakhstan,60,5.819,1.2846,1.3844,0.606,0.4375,0.202,0.1193,2017,398,-0.438,0.338,-0.945,-0.074,0.123,-0.47,-0.904
Estonia,51,6.0218,10.34,0.9347,68.605,0.8777,-0.1117,0.6231,2020,233,3.52,-0.097,5.205,0.858,-1.621,1.767,-129.426
Estonia,55,5.893,1.237,1.528,0.874,0.495,0.103,0.161,2019,233,-0.459,0.477,-0.921,0.048,-0.427,-0.285,-1.437
Estonia,63,5.739,1.2,1.532,0.737,0.553,0.086,0.174,2018,233,-0.475,0.481,-0.933,0.171,-0.522,-0.227,-1.398
Estonia,73,5.429,1.1517,1.2279,0.7736,0.4489,0.0868,0.1518,2015,233,-0.497,0.187,-0.93,-0.05,-0.517,-0.326,-0.972
Estonia,72,5.517,1.2796,1.0516,0.681,0.4151,0.0842,0.1852,2016,233,-0.441,0.016,-0.938,-0.121,-0.532,-0.178,-0.644
Estonia,66,5.611,1.3209,1.4767,0.6952,0.4791,0.0989,0.1832,2017,233,-0.423,0.427,-0.937,0.014,-0.45,-0.187,-1.479
Philippines,52,6.006,8.9935,0.8467,61.9268,0.9155,-0.1055,0.7336,2020,608,2.932,-0.182,4.601,0.938,-1.587,2.257,-116.178
Philippines,69,5.631,0.807,1.293,0.657,0.558,0.117,0.107,2019,608,-0.647,0.25,-0.941,0.181,-0.349,-0.525,-0.267
Philippines,71,5.524,0.775,1.312,0.513,0.643,0.12,0.105,2018,608,-0.661,0.268,-0.954,0.361,-0.333,-0.534,-0.256
Philippines,90,5.073,0.7053,1.0352,0.5811,0.6254,0.2499,0.1228,2015,608,-0.692,0.001,-0.947,0.324,0.389,-0.455,-0.46
Philippines,82,5.279,0.8122,0.8788,0.4704,0.5485,0.2167,0.1176,2016,608,-0.645,-0.151,-0.957,0.161,0.205,-0.478,0.205
Philippines,72,5.43,0.8577,1.2539,0.468,0.5852,0.1935,0.0993,2017,608,-0.625,0.212,-0.958,0.239,0.076,-0.559,-0.333
Hungary,53,6.0004,10.2492,0.9219,67.61,0.719,-0.1943,0.8929,2020,348,3.481,-0.109,5.115,0.522,-2.08,2.964,-127.664
Hungary,62,5.758,1.201,1.41,0.828,0.199,0.081,0.02,2019,348,-0.475,0.363,-0.925,-0.579,-0.55,-0.911,-0.474
Hungary,69,5.62,1.171,1.401,0.732,0.259,0.061,0.022,2018,348,-0.488,0.354,-0.934,-0.452,-0.661,-0.902,-0.457
Hungary,104,4.8,1.1209,1.2022,0.759,0.3211,0.128,0.0276,2015,348,-0.51,0.162,-0.931,-0.32,-0.288,-0.877,-1.131
Hungary,91,5.145,1.2414,0.9316,0.6761,0.1977,0.099,0.0447,2016,348,-0.457,-0.1,-0.939,-0.582,-0.45,-0.802,-0.173
Hungary,75,5.324,1.286,1.3431,0.6878,0.1759,0.0784,0.0366,2017,348,-0.438,0.298,-0.938,-0.628,-0.564,-0.837,-0.689
Thailand,54,5.9988,9.7418,0.89,67.2506,0.9051,0.2687,0.8863,2020,764,3.259,-0.14,5.082,0.916,0.494,2.935,-127.239
Thailand,52,6.008,1.05,1.409,0.828,0.557,0.359,0.028,2019,764,-0.541,0.362,-0.925,0.179,0.996,-0.876,-1.044
Thailand,46,6.072,1.016,1.417,0.707,0.637,0.364,0.029,2018,764,-0.556,0.37,-0.936,0.348,1.024,-0.871,-0.878
Thailand,34,6.455,0.9669,1.265,0.7385,0.5566,0.5763,0.0319,2015,764,-0.577,0.223,-0.933,0.178,2.204,-0.858,-0.437
Thailand,33,6.474,1.0893,1.0448,0.6492,0.4955,0.587,0.0283,2016,764,-0.524,0.01,-0.941,0.049,2.264,-0.874,-0.016
Thailand,32,6.424,1.1279,1.4258,0.6472,0.5802,0.5721,0.0316,2017,764,-0.507,0.378,-0.941,0.228,2.181,-0.86,-0.884
Argentina,55,5.9747,9.811,0.9006,68.8038,0.8311,-0.1949,0.842,2020,32,3.289,-0.13,5.223,0.759,-2.084,2.738,-129.015
Argentina,47,6.086,1.092,1.432,0.881,0.471,0.066,0.05,2019,32,-0.523,0.384,-0.92,-0.003,-0.633,-0.778,-0.567
Argentina,29,6.388,1.073,1.468,0.744,0.57,0.062,0.054,2018,32,-0.531,0.419,-0.933,0.207,-0.655,-0.76,-0.23
Argentina,30,6.574,1.0535,1.2482,0.7872,0.4497,0.1145,0.0848,2015,32,-0.539,0.206,-0.929,-0.048,-0.363,-0.623,0.344
Argentina,26,6.65,1.1514,1.0661,0.6971,0.4228,0.1099,0.073,2016,32,-0.497,0.03,-0.937,-0.105,-0.389,-0.676,0.783
Argentina,24,6.599,1.1853,1.4405,0.6951,0.4945,0.1095,0.0597,2017,32,-0.482,0.392,-0.937,0.047,-0.391,-0.735,-0.042
Honduras,56,5.9532,8.4245,0.8219,67.1988,0.8706,0.087,0.8011,2020,340,2.683,-0.206,5.077,0.843,-0.516,2.557,-124.387
Honduras,59,5.86,0.642,1.236,0.828,0.507,0.246,0.078,2019,340,-0.719,0.195,-0.925,0.073,0.368,-0.654,-0.035
Honduras,72,5.504,0.62,1.205,0.622,0.459,0.197,0.074,2018,340,-0.729,0.165,-0.944,-0.028,0.095,-0.671,0.209
Honduras,105,4.788,0.5953,0.9535,0.6951,0.4015,0.2303,0.0682,2015,340,-0.74,-0.078,-0.937,-0.15,0.28,-0.697,-0.119
Honduras,104,4.871,0.6943,0.756,0.5838,0.2676,0.2044,0.0691,2016,340,-0.696,-0.269,-0.947,-0.434,0.136,-0.693,0.579
Honduras,91,5.181,0.7306,1.1439,0.5826,0.3481,0.2362,0.0733,2017,340,-0.681,0.106,-0.947,-0.263,0.313,-0.675,-0.01
Latvia,57,5.95,10.1753,0.9183,66.8075,0.6712,-0.1869,0.7956,2020,428,3.448,-0.112,5.042,0.421,-2.039,2.532,-126.018
Latvia,53,5.94,1.187,1.465,0.812,0.264,0.075,0.064,2019,428,-0.481,0.416,-0.927,-0.441,-0.583,-0.716,-0.505
Latvia,53,5.933,1.148,1.454,0.671,0.363,0.092,0.066,2018,428,-0.498,0.405,-0.939,-0.232,-0.488,-0.707,-0.39
Latvia,89,5.098,1.1131,1.0956,0.7244,0.2967,0.1823,0.0633,2015,428,-0.513,0.059,-0.934,-0.372,0.014,-0.719,-0.694
Latvia,68,5.56,1.2179,0.9502,0.6395,0.28,0.1744,0.0889,2016,428,-0.468,-0.082,-0.942,-0.407,-0.03,-0.605,-0.025
Latvia,54,5.85,1.2607,1.4047,0.6386,0.3257,0.1531,0.0738,2017,428,-0.449,0.358,-0.942,-0.311,-0.149,-0.672,-0.578
Ecuador,58,5.9252,9.2461,0.8364,68.5,0.8598,-0.127,0.8012,2020,218,3.042,-0.192,5.195,0.82,-1.706,2.557,-127.602
Ecuador,50,6.028,0.912,1.312,0.868,0.498,0.126,0.087,2019,218,-0.601,0.268,-0.921,0.054,-0.299,-0.614,-0.31
Ecuador,48,5.973,0.889,1.33,0.736,0.556,0.114,0.12,2018,218,-0.611,0.286,-0.933,0.177,-0.366,-0.467,-0.269
Ecuador,48,5.975,0.864,0.999,0.7907,0.4857,0.1154,0.1809,2015,218,-0.622,-0.034,-0.928,0.028,-0.358,-0.197,0.249
Ecuador,51,5.976,0.9731,0.8597,0.6861,0.4027,0.1007,0.1804,2016,218,-0.575,-0.169,-0.938,-0.148,-0.44,-0.199,0.638
Ecuador,44,6.008,1.0008,1.2862,0.6856,0.4552,0.1501,0.1401,2017,218,-0.562,0.243,-0.938,-0.036,-0.165,-0.378,-0.189
Portugal,59,5.9109,10.2637,0.8866,72.402,0.8887,-0.2207,0.8926,2020,620,3.487,-0.143,5.548,0.881,-2.227,2.963,-135.944
Portugal,66,5.693,1.221,1.431,0.999,0.508,0.047,0.025,2019,620,-0.466,0.383,-0.91,0.075,-0.739,-0.889,-1.359
Portugal,77,5.41,1.188,1.429,0.884,0.562,0.055,0.017,2018,620,-0.481,0.381,-0.92,0.19,-0.694,-0.925,-1.482
Portugal,88,5.102,1.1599,1.1394,0.8752,0.5147,0.1372,0.0108,2015,620,-0.493,0.101,-0.921,0.089,-0.237,-0.952,-1.293
Portugal,94,5.123,1.2761,0.9437,0.7936,0.4473,0.1169,0.0152,2016,620,-0.442,-0.088,-0.928,-0.053,-0.35,-0.933,-0.865
Portugal,89,5.195,1.3152,1.367,0.7958,0.4985,0.0951,0.0159,2017,620,-0.425,0.321,-0.928,0.055,-0.471,-0.929,-1.618
Jamaica,60,5.8898,9.0063,0.9157,67.1,0.8581,-0.1251,0.8889,2020,388,2.937,-0.115,5.068,0.816,-1.696,2.947,-125.183
Jamaica,56,5.89,0.831,1.478,0.831,0.49,0.107,0.028,2019,388,-0.637,0.429,-0.925,0.037,-0.405,-0.876,-0.385
Jamaica,56,5.89,0.819,1.493,0.693,0.575,0.096,0.031,2018,388,-0.642,0.443,-0.937,0.217,-0.466,-0.862,-0.288
Jamaica,65,5.709,0.8104,1.151,0.6874,0.5044,0.2123,0.023,2015,388,-0.646,0.113,-0.938,0.068,0.18,-0.898,0.061
Jamaica,73,5.51,0.8933,0.9637,0.5947,0.436,0.2224,0.0429,2016,388,-0.609,-0.069,-0.946,-0.077,0.237,-0.81,0.255
Jamaica,76,5.311,0.9256,1.3682,0.641,0.4743,0.2338,0.0553,2017,388,-0.595,0.322,-0.942,0.004,0.3,-0.754,-0.853
South Korea,61,5.8724,10.5106,0.7994,73.6027,0.613,-0.0434,0.7891,2020,410,3.595,-0.227,5.657,0.298,-1.241,2.504,-137.913
South Korea,54,5.895,1.301,1.219,1.036,0.159,0.175,0.056,2019,410,-0.431,0.178,-0.906,-0.663,-0.027,-0.751,-0.682
